District 3 Yard,Municipal ,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",160 Hancock St,2125,16000,87.6,,,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",2000,83.5,5.2,1400987.6,0.2,0.8,0,15.3,,,,1301627000,"2016, 2017, "
Field Support Unit,Municipal ,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",170 HANCOCK ST,2125,7200,90.4,,,Police Station,2007,44,6.1,650619.8,0.447,0.553,0,,,,,1301627000,"2016, 2017, "
2 - 12 Dudley T,Yes,Multifamily Housing,2 Dudley Ter.,2125,14861,69.7,,,Multifamily Housing,1900,62.4,4.2,1035402.6,0.22,0.78,0,49.1,,,,703926000,"2016, 2017, "
Geneva Apartments LLC,Yes,Multifamily Housing,231 - 1 Geneva Ave,2125,52350,77.4,87,,Multifamily Housing,2000,231.8,4.4,4054087.8,0.125,0.875,0,63.5,,,,1401380000,"2016, 2017, "
Holy Family Church,Yes,Worship Facility,24 Hartford Street,2125,36072,,,,Worship Facility,1925,  ,,  ,0,0,0,,,,,1301049000,"2016, 2017, "
Doubletree Club Hotel Boston Bayside,Yes,Hotel,240 Mt. Vernon Street,2125,91000,80.2,70,,Hotel,1999,561.8,6.2,7294514,0.739,0.261,0,64.4,,no contextual info will be disclosed in the first year.,,03448-000,"2014, 2015, 2016, 2017, "
Lionhead Apartments (Dudley): 3 Monadnock St.,Yes,Multifamily Housing,3 Monadnock St,2125,47624,65.7,84,,Multifamily Housing,1900,189.7,4,3127171.5,0.233,0.767,0,52.8,,"Gross sf estimated, basement sf taken from approximate footprint size",,1301236000,"2017, "
Mattapan B,Yes,Multifamily Housing,"3, 7 Bakersfield Street, 40, 48 Sumner Street, 40, 50 Willis Street",2125,40000,123.6,15,,Multifamily Housing,1920,284.7,7.1,4944654.9,0.138,0.862,0,71.1,,,,"1301796000, 1301797000","2017, "
DEVER/MCCORMACK,Municipal ,K-12 School,325 Mt. Vernon St.,2125,113400,96.3,51,,K-12 School,1957,635.8,5.6,10915547.9,0.159,0.841,0,,,,,1303410000,"2016, 2017, "
35 Bird St,Yes,Multifamily Housing,35 Bird St,2125,13510,17.6,,,Multifamily Housing,2015,20.1,1.5,238291.2,0.969,0.031,0,49.6,,,,1301320010,"2017, "
WINTHROP,Municipal ,K-12 School,35 Brookford St.,2125,43456,55.3,95,,K-12 School,1911,142.4,3.3,2404922.8,0.189,0.811,0,,,,,1300476000,"2016, 2017, "
CLAP,Municipal ,K-12 School,35 Harvest St.,2125,29448,41.1,100,,K-12 School,1896,71.7,2.4,1208840.7,0.19,0.81,0,,,,,703154000,"2016, 2017, "
Central Kitchen ELC,Municipal ,K-12 School,370 Columbia Road,2125,53270,389,1,,K-12 School,1970,461.4,26.8,6710500.4,0.484,0.516,0,,,,,1502003000,"2016, 2017, "
Peninsula II,Yes,Multifamily Housing,375 Mt Vernon St,2125,115152,67.6,79,,"Multifamily Housing, Parking",2008,491.3,4.3,7787051.3,0.308,0.692,0,37.5,,,,1303411010,"2017, "
Columbia West: 392 Columbia Rd,Yes,Multifamily Housing,392 Columbia Rd,2125,41632,66.1,73,,Multifamily Housing,2005,177.4,4.3,2750014.2,0.352,0.648,0,43.9,,,,1502411010,"2015, 2016, 2017, "
Pipefitters Training Center,Yes,Other - Education,40 Enterprise St.,2125,36145,,,,Other - Education,1963,  ,,  ,0,0,0,,,,,703517000,"2016, 2017, "
Harbor Point Apartments,Yes,Multifamily Housing,400 Mt Vernon,2125,2155289,36.5,100,,"Multifamily Housing, Parking, Retail Store",1989,4644.3,2.1,78848697.6,0.179,0.821,0,17.5,,,,1303445000,"2015, 2016, 2017, "
Peninsula I,Yes,Multifamily Housing,401 Mt Vernon St,2125,171300,101.5,39,,"Multifamily Housing, Parking, Swimming Pool",2006,1056.6,6.2,17387995.1,0.237,0.763,0,44.1,,,,1303412000,"2017, "
Columbia Road Apartments,Yes,Multifamily Housing,414 Columbia Road,2125,26444,55.7,89,,Multifamily Housing,1920,89.3,3.4,1472423.5,0.234,0.766,0,48.3,,"According to Boston's tax assessor database, parcel id 1502435000 has a gross area of 26,444 square feet. It also has less than 35 units. Reporting data for one building with two service addresses: 414 and 418 Columbia Road. ",,1502435000,"2015, 2016, 2017, "
"Upham's Corner Health Committee, Inc.",Yes,Urgent Care/Clinic/Other Outpatient,415 Columbia Rd.,2125,38796,417780.8,,,Urgent Care/Clinic/Other Outpatient,1999,1384869.7,35696.2,16208222813,1,0,0,18.3,,All data was obtained from monthly utility bills. ,,1502977000,"2016, 2017, "
Columbia Road Apts: 422 Columbia Road,Yes,Multifamily Housing,422 Columbia Rd,2125,31548,59,96,,Multifamily Housing,1920,108.8,3.4,1862364.3,0.164,0.836,0,45.2,,,,1502434000,"2017, "
#2679 South Bay/Boston,Yes,Retail Store,5 Alllstate Road,2125,132000,59.5,78,,"Parking, Retail Store",1998,589,4.5,7848385.1,0.678,0.322,0,10.4,,,,703501080,"2014, 2015, 2016, 2017, "
Uphams Corner Health Center,Municipal ,Urgent Care/Clinic/Other Outpatient,500 Columbia Rd,2125,13600,100.8,,,Urgent Care/Clinic/Other Outpatient,2000,78.9,5.8,1370434.8,0.138,0.862,0,,,,,1301321000,"2016, 2017, "
516 Columbia Rd,Yes,Multifamily Housing,516 Columbia Rd,2125,25701,21.1,98,,Multifamily Housing,2015,45.8,1.8,541943,0.971,0.029,0,27.4,,,,1301320010,"2017, "
Uphams Corner,Yes,Multifamily Housing,530 Columbia Rd,2125,60483,30.9,100,,"Multifamily Housing, Parking",2015,120.6,2,1869818.9,0.352,0.648,0,28,,City of Boston Parcel ID 1301316010,,1301316010,"2017, "
530 Columbia Rd,Yes,Multifamily Housing,530 Columbia Rd,2125,60843,39.8,89,,Multifamily Housing,2015,167.5,2.8,2424545.4,0.494,0.506,0,26.7,,,,1301316010,"2017, "
Strand Theatre,Municipal ,Performing Arts,543 Columbia Rd,2125,34876,308.4,,,Other,2000,347.1,19.3,5550526.2,0.291,0.709,0,1.5,,,,1301742000,"2016, 2017, "
Dudley St,Yes,Non-Refrigerated Warehouse,55 Humphreys St,2125,105000,0.5,100,,Non-Refrigerated Warehouse,1950,4.9,0,56829.8,1,0,0,2.1,,"  ",,703676000,"2014, 2015, 2016, 2017, "
Uphams Corner: 614 Columbia Rd,Yes,Multifamily Housing,614 Columbia Rd,2125,60348,51,53,,Multifamily Housing,2005,208,3.4,3074732.8,0.45,0.55,0,39.2,,"Multiple commercial spaces on the first floor and basement.Sq. Ft adjusted to match parcel/tax assessor",,703892012,"2016, 2017, "
Cottage Brook,Voluntary,Multifamily Housing,622 Dudley St,2125,222565,94.9,45,,"Multifamily Housing, Parking",1899,1226.9,5.5,21121453.9,0.154,0.846,0,35.4,,,,0800114000; 0800115000; 0800116000; 0800117000; 0800120000; 0800121000; 0800134000; 0800135000; 0800145000; 0800146000; 0800147000; 0800147000; 0800148000; 0800149000; 0800150000; 0800151000; 0800152000; 0800153000; 0800154000; 0800155000; 0803174000; 1300007000; 1300018000; 1300019000; 1300020000; 1300021000; 1300022000; 1300031000; 1300032000; 130033000; 1300034000; 1300035000; 1300036000; 1300037000; 1300038010; 1300049000; 1300067000; 1300068000; 1300069000; 1300070000; 1300071000; 1300072000; 1300570000; 1301052000; 1301054000; 1301056000; 1301058000; 1301059000; 1301060000; 1301360000; 1400378000; 1400385001; 1400484000,"2017, "
Courtyard by Marriott South Boston,Yes,Hotel,63R Boston St,2125,110000,,,,"Hotel, Swimming Pool",2005,    ,0,  ,0,0,0,,,,,703436001,"2017, "
Engine 21,Municipal ,Fire Station,641 Columbia Rd,2125,12000,74.8,,,Fire Station,2000,52.6,4.4,898021.5,0.168,0.832,0,13.1,,,,704006000,"2016, 2017, "
SPIRE 65 BAY ST LLC,Yes,Manufacturing/Industrial Plant,65 BAY STREET,2125,75000,,,,Manufacturing/Industrial Plant,2001,  ,,  ,0,0,0,,,,,1503130010,"2014, 2015, 2016, 2017, "
65 East Cottage St (closed 9/2014),Municipal ,Non-Refrigerated Warehouse,65 East Cottage St,2125,120238,,,,Non-Refrigerated Warehouse,2000,  ,,  ,0,0,0,,,,,703644000,"2016, 2017, "
Holiday Inn Express,Yes,Hotel,69 Boston St,2125,64000,,,,Hotel,1969,    ,0,  ,0,0,0,75.9,,,,703436000,"2017, "
EVERETT,Municipal ,K-12 School,71 Pleasant St.,2125,31410,58.6,94,,K-12 School,1909,109.8,3.5,1840297.1,0.202,0.798,0,,,,,1301506000,"2016, 2017, "
FEC,Yes,Manufacturing/Industrial Plant,71 Von Hillern Street,2125,45565,74.9,,,Manufacturing/Industrial Plant,1910,233.7,5.1,3411679.2,0.221,0.388,0,0.9,,,,702737000,"2016, 2017, "
Lionhead Apartments (Dudley): 713 Dudley St.,Yes,Multifamily Housing,713 Dudley St,2125,40320,64,88,,Multifamily Housing,1900,154.8,3.8,2580420.8,0.213,0.787,0,17.6,,,,1301235000,"2017, "
RUSSELL,Municipal ,K-12 School,750 Columbia Rd.,2125,53585,72.7,87,,K-12 School,1903,223.4,4.2,3897821.6,0.13,0.87,0,,,,,702963000,"2016, 2017, "
UniFirst Corporation,Yes,Manufacturing/Industrial Plant,78 - 80 East Cottage Street,2125,45000,56.7,,,Manufacturing/Industrial Plant,1937,217.9,4.8,2550482.5,1,0,0,259.7,,,,703638000,"2016, 2017, "
Saint John Paul II Catholic Academy,Yes,K-12 School,796 Columbia Road,2125,60000,49,36,,K-12 School,2008,183.5,3.1,2937268.6,0.398,0.602,0,7,,,,703079000,"2017, "
South Bay Center: South Bay Center,Yes,Strip Mall,8 Allstate Road,2125,297294,122.8,,,"Parking, Strip Mall",2005,2761.9,9.3,36514759.8,0.745,0.226,0,49.1,311889,"Parcel ID #'s cover strip mall utilities reported on for this property. Home Depot and Target will be reporting separately. Solar tracked for property. 0703501045; 0703501030; 703501055 ; 070349900 ",,0703501045; 0703501030; 703501055 ; 070349900 ,"2017, "
Fortress-Boston Corporation,Yes,Self-Storage Facility,83 105 Boston St,2125,43104,,,,Self-Storage Facility,1988,  ,,  ,0,0,0,,,,,703434000,"2016, 2017, "
Catherine Clark: Catherine Clark,Yes,Multifamily Housing,915 Dorchester Avenue,2125,74185,92.3,33,,Multifamily Housing,1977,432.5,5.8,6843757.8,0.312,0.688,0,54.2,,Basement square footage estimated ,,1301910000,"2015, 2016, 2017, "
"Diamond 98, LLC",Yes,Manufacturing/Industrial Plant,99 East Cottage Street,2125,56250,46.7,,,Manufacturing/Industrial Plant,1945,166.3,3,2627869.2,0.315,0.685,0,2.9,,,,03646-000,"2015, 2016, 2017, "
Forest Acres,Yes,Multifamily Housing,100 - 110 Livermore Street,2126,72800,,,,Multifamily Housing,1968,  ,,  ,0,0,0,,,,,"1802440000, 1802441000","2017, "
MATTAHUNT,Municipal ,K-12 School,100 Hebron St.,2126,171035,84,66,,"K-12 School, Swimming Pool",1977,852,5,14372527.5,0.191,0.809,0,,,,,1802340000,"2016, 2017, "
TAYLOR,Municipal ,K-12 School,1060 Morton St.,2126,51389,45.4,97,,K-12 School,1931,141.8,2.8,2334237.1,0.236,0.764,0,,,,,1703440000,"2016, 2017, "
EEC MATTAPAN,Municipal ,K-12 School,108 Babson St.,2126,36820,72.6,67,,K-12 School,1998,173.6,4.7,2672452,0.366,0.634,0,,,,,1800513000,"2016, 2017, "
Mattapan Branch,Municipal ,Library,1350 Blue Hill Ave,2126,21000,145.7,,,Library,2000,197.3,9.4,3060696.2,0.351,0.649,0,5.2,,,,1800918010,"2016, 2017, "
WBH,Yes,Multifamily Housing,1439+1443 BLUE HILL AVE,2126,29416,46.1,100,,Multifamily Housing,1930,72,2.4,1356327.5,0,1,0,70,,,,1803025000,"2017, "
Fairlawn Apartments,Yes,Multifamily Housing,15 Bismarck Street,2126,287748,68.7,98,,"Multifamily Housing, Parking",1968,1477.5,5.1,19769059,0.047,0,0,62.1,,"This property includes 347 apartments with 12 buildings & 1 office.15 Bismarck St.2 Bismarck St.4 Bismarck St.6 Bismarck St.785 Cummins Hwhy795 Cummins Hwhy20 Fairlawn Ave.30-32 Fairlawn Ave40 Fairlawn Ave50 Fairlawn Ave60 - 62 Fairlawn Ave70 Fairlawn Ave80 Fairlawn Ave",,1801980000,"2015, 2016, 2017, "
CHITTICK,Municipal ,K-12 School,154 Ruskindale Rd.,2126,48697,47.4,98,,K-12 School,1931,135.9,2.8,2310503.1,0.177,0.823,0,6.8,,,,1803703000,"2016, 2017, "
1618 Blue Hill Avenue,Yes,Retail Store,1618-1634 Blue Hill Avenue,2126,20701,5.8,,,"Other - Mall, Personal Services (Health/Beauty, Dry Cleaning, etc.)",1935,10.2,0.5,119689.5,1,0,0,35.6,,,,1801024000,"2017, "
Lewenberg,Municipal ,K-12 School,20 Outlook Rd.,2126,120944,47.3,94,,K-12 School,1930,347,2.9,5718320.1,0.234,0.766,0,,,,,1405014000,"2016, 2017, "
Stress Unit,Yes,Police Station,249 River St,2126,3115,70.7,,,Police Station,2000,13.4,4.3,220134,0.234,0.766,0,,,,,1800113100,"2016, 2017, "
Trinity Foley,Yes,Multifamily Housing,249 River Street,2126,125000,80.9,1,,Multifamily Housing,1900,741.7,5.9,10107165.5,0.627,0.373,0,,,,,1800113100,"2016, 2017, "
Orlando Waldec,Voluntary,Multifamily Housing,25 Orlando St,2126,47028,48.5,64,,"Multifamily Housing, Parking",1915,169.6,3.6,2280107.6,0.658,0.342,0,69.5,,,,1701145000; 1701146000; 1701147000; 1701148000; 1701149000; 1701150000; 1802200000; 1802203000; 1802205000; 1802206000,"2017, "
Mount Hope Cemetery Administration Building,Municipal ,Office,355 Walk Hill St,2126,2400,25.3,,,Office,2000,5.2,2.2,60698.3,1,0,0,80.6,,,,1806135000,"2016, 2017, "
Mount Hope Cemetery Maintenance Building,Municipal ,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",355 Walk Hill St,2126,7700,7.3,,,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",2000,3.8,0.6,45000,1,0,0,,,,,1806135000,"2016, 2017, "
Olmsted Green Phase 3,Yes,Multifamily Housing,39 Sandpiper Lane,2126,49627,41.6,100,,"Multifamily Housing, Parking",2012,121.2,2.4,2064627.7,0.172,0.828,0,50.5,,,,1405196980,"2015, 2016, 2017, "
Schoolhouse at Lower Mills,Yes,Multifamily Housing,40 River Street,2126,53065,8.4,,,"Multifamily Housing, Parking",2008,38.1,0.7,445470.7,1,0,0,45.8,,Reporting was complete by both management utility logs and utility provider  ,,1704048010,"2015, 2016, 2017, "
Adams Court - A,Yes,Multifamily Housing,415 River Street,2126,29920,39.5,100,,"Multifamily Housing, Parking",1965,63.8,2.1,1183335.3,0.026,0.974,0,45.8,,,,1801010000,"2015, 2016, 2017, "
Adams Court - B,Yes,Multifamily Housing,435 River St,2126,15936,50,,,"Multifamily Housing, Parking",1963,43.6,2.7,797171.3,0.049,0.951,0,162.5,,,,1801012001,"2017, "
The Dorchester: Dorchester- Deering Rd.,Yes,Multifamily Housing,51 Deering Road,2126,33324,94.6,28,,Multifamily Housing,1969,186,5.6,3152393.7,0.182,0.818,0,53.3,,Built in 1920,,1404715000,"2017, "
Mattapan Center for Life: 555 River Street,Yes,Multifamily Housing,555 River Street,2126,52970,58.3,56,,Multifamily Housing,1996,190.9,3.6,3087155.7,0.27,0.73,0,36.2,,Bedroom count is accurate - each unit has one bedroom so # units  = # bedrooms,,1801691020,"2017, "
Gallivan Community Center,Municipal ,Social/Meeting Hall,61 Woodruff Way,2126,10400,90.8,,,Other - Recreation,2000,58.3,5.6,944029,0.266,0.734,0,,,,,1800113500,"2016, 2017, "
MPDC - Brookledge Cummins: 610 Cummins Hwy,Yes,Multifamily Housing,610 Cummins Hwy,2126,26000,81.1,49,,Multifamily Housing,2008,133.8,5.1,2109470.8,0.319,0.681,0,53.8,,,,1802473000,"2017, "
Morton VillageLC,Yes,Multifamily Housing,65 Morton Village Dr,2126,366000,9.3,100,,Multifamily Housing,1962,290,0.8,3393490,1,0,0,,,,,1800768001,"2017, "
Wood Mullen Shelter,Municipal ,Residence Hall/Dormitory,784 Massachusetts Ave,2126,100,,,,Residence Hall/Dormitory,2000,  ,,  ,0,0,0,,,,,801067010,"2016, 2017, "
27016-Mattapan(Hydepk)/River St,Yes,Non-Refrigerated Warehouse,800 River Street,2126,50700,25.5,87,,Non-Refrigerated Warehouse,2000,79.9,1.6,1292681.2,0.27,0.73,0,0.5,,,,1804365000,"2014, 2015, 2016, 2017, "
820 Cummins Hwy,Municipal ,Non-Refrigerated Warehouse,820 Cummins Hwy,2126,49458,,,,Other,2000,  ,,  ,0,0,0,0,,,,1801058000,"2016, 2017, "
Riverway Plaza,Yes,Strip Mall,84-100 River St,2126,62000,6,,,"Parking, Strip Mall",1980,31.4,0.5,371254.9,0.972,0.028,0,19.2,,,,1704030000,"2014, 2015, 2016, 2017, "
10-50 Old Colony Ave.,Yes,Mixed Use Property,10-50 Old Colony Ave.,2127,75000,,,,Office,1924,  ,,  ,0,0,0,7.5,,,,600324000,"2014, 2016, 2017, "
11 Elkins,Yes,Office,11 Elkins Street,2127,55000,21.9,99,,Office,1900,90.5,1.6,1205964.2,0.932,0.068,0,3.7,,,,603405060,"2014, 2015, 2016, 2017, "
Eleven West,Yes,Multifamily Housing,11 West Broadway,2127,108163,14.4,100,,"Multifamily Housing, Other - Restaurant/Bar, Parking",2013,100,0.9,1561925,0.337,0.663,0,23.3,,Property has an average monthly occupancy of 90% for 2015,,0600055010 060006100,"2015, 2016, 2017, "
110 K Street,Yes,Office,110 K Street,2127,40000,112.2,59,,Office,1900,269.1,6.7,4488874.1,0.29,0.71,0,4.8,,,,603405060,"2014, 2015, 2016, 2017, "
Curley Community Center,Municipal ,Social/Meeting Hall,1163 Columbia Rd,2127,47520,194.7,,,Other - Recreation,2000,552.4,11.6,9252244.5,0.204,0.796,0,,,,,702442000,"2016, 2017, "
South Boston Elderly,Yes,Multifamily Housing,120 H Street,2127,51000,2897.8,1,,Multifamily Housing,1985,3958.6,155.2,73893866.3,0.014,0.986,0,31.1,,,,602147000,"2015, 2016, 2017, "
Farragut Road Condominium,Yes,Multifamily Housing,125 Farragut Road,2127,46807,132.8,46,,Multifamily Housing,1968,396,8.5,6215967.4,0.053,0.526,0,37.4,,,,604434000,"2017, "
Marian Manor Nursing Home,Yes,Senior Care Community,130 Dorchester Street,2127,201858,126.8,30,,Senior Care Community,1964,1556.7,7.7,25595318.1,0.238,0.762,0,28.8,,,,701064001,"2015, 2016, 2017, "
Waterview - 1350 Columbia Rd,Yes,Multifamily Housing,1350 Columbia Rd,2127,41739,60.1,80,,Multifamily Housing,1975,155.5,3.7,2510015.4,0.274,0.726,0,43.2,,,,701436000,"2017, "
Compass on the Bay,Yes,Senior Care Community,1380 Columbia Road,2127,28725,94.9,86,,Senior Care Community,1963,175.9,6.1,2727087.2,0.352,0.648,0,72.2,,,,701435000,"2017, "
15 Elkins,Yes,Office,15 Elkins Street,2127,36000,92.9,60,,Office,1900,209.6,5.8,3344927.6,0.406,0.594,0,4.8,,,,603405060,"2014, 2015, 2016, 2017, "
Tudor Place Condominium,Yes,Multifamily Housing,157 W. 6th St.,2127,60000,42.2,96,,Multifamily Housing,1989,167.7,2.8,2534003.3,0.404,0.596,0,38.7,,Gross floor area was estimated using the total rentable area plus common areas.,,600685010,"2015, 2016, 2017, "
2 Alger Street,Yes,Non-Refrigerated Warehouse,2 Alger Street,2127,42800,63.6,32,,Non-Refrigerated Warehouse,1975,180.2,4.2,2721812.7,0.405,0.595,0,0.6,,,,700027001,"2017, "
Transorg LP c/o KeyPoint Partners LLC,Yes,Other,21 Powerhouse Street,2127,60000,127.2,,,Other,1981,620.1,10.4,7615267.6,0.642,0,0,40.5,,"The water meter was changed out on October 24th, 2013. ",,603405100,"2014, 2015, 2016, 2017, "
GAVIN,Municipal ,K-12 School,215 Dorchester,2127,108387,44.2,97,,K-12 School,1936,287.1,2.6,4785825.6,0.213,0.787,0,,,,,700774000,"2016, 2017, "
22 Elkins,Yes,Office,22 Elkins Street,2127,26215,133.3,57,,Office,1900,197.9,7.5,3494380.8,0.149,0.851,0,5.8,,,,603405060,"2014, 2015, 2016, 2017, "
CONDON,Municipal ,K-12 School,220 D St.,2127,140426,101.1,40,,"K-12 School, Swimming Pool",1975,865.5,6.2,14199869.9,0.242,0.758,0,,,,,600312000,"2016, 2017, "
22-26 West Broadway,Yes,Multifamily Housing,22-26 West Broadway,2127,40675,122.1,1,,"Multifamily Housing, Parking",2015,320.2,7.9,4965591.4,0.352,0.649,0,,,,,600026000,"2017, "
Castle Cove Co-op,Yes,Multifamily Housing,225 West second street,2127,32000,,,,Multifamily Housing,2000,  ,,  ,0,0,0,,,,,601507001,"2017, "
25 James O'Neil S,Yes,Multifamily Housing,25 James O'Neil St,2127,61678,67,62,,Multifamily Housing,2012,275.5,4.5,4132831.5,0.419,0.581,0,58.9,,,,700540130,"2017, "
Engine 39,Municipal ,Fire Station,272 D Street,2127,15640,97.5,,,Fire Station,2000,96.8,6.2,1525395.9,0.321,0.679,0,,,,,601410000,"2016, 2017, "
Station 06 (inactive),Municipal ,Police Station,273 D St,2127,18084,,,,Police Station,2000,  ,,  ,0,0,0,,,,,601606000,"2016, 2017, "
28 Damrell,Yes,Mixed Use Property,28 Damrell Street,2127,115650,37,96,,"Manufacturing/Industrial Plant, Office, Parking, Restaurant",1848,228.7,2.6,3194008.8,0.572,0.428,0,3.8,,"We estimated floor use data based off current leases.  There was roughly 16,000 sq ft. vacant during this period.",,700254000,"2015, 2016, 2017, "
Opioid Treatment Services,Municipal ,Urgent Care/Clinic/Other Outpatient,300 Frontage Road,2127,3200,,,,Urgent Care/Clinic/Other Outpatient,2000,  ,,  ,0,0,0,,,,,801024036,"2016, 2017, "
West Square,Yes,Multifamily Housing,320 D St,2127,209387,,,,"Multifamily Housing, Parking",2014,  ,,  ,0,0,0,,,,,601509010,"2017, "
Foundy,Yes,Multifamily Housing,320 W. Second Street,2127,39073,90.7,15,,Multifamily Housing,1987,238.9,6.1,3542740.9,0.443,0.557,0,34.2,,,,601728000,"2017, "
Westside Crossing,Yes,Multifamily Housing,339 D St,2127,26552,,,,"Multifamily Housing, Parking",2013,    ,0,  ,0,0,0,,,,,601520004,"2017, "
Bold Colony LLC,Yes,Self-Storage Facility,39 Old Colony Avenue,2127,67430,26.4,,,Self-Storage Facility,1985,128.6,1.9,1777371.4,0.39,0.295,0,24.8,,,,700276001,"2017, "
Alger Street Realty LLC,Yes,Office,4 Alger Street,2127,98882,80.8,,,Other - Services,1947,545.7,5.5,7984784,0.471,0.529,0,1.8,,,,700027000,"2014, 2015, 2016, 2017, "
south boston health center,Yes,Medical Office,409 west broadway,2127,40000,136.9,12,,Medical Office,1885,391.8,9.8,5474676.3,0.571,0.429,0,8.3,,info taken from monthly bills,,601141000,"2016, 2017, "
Broadway Real Estate Trust,Yes,Office,423 W Broadway,2127,53500,3,,,Office,1901,13.7,0.3,160713.2,1,0,0,2.6,,,,601948000,"2017, "
Comcast Building,Yes,Non-Refrigerated Warehouse,426 East First Street,2127,80000,60.9,,,"Non-Refrigerated Warehouse, Office, Parking",1930,344.9,4.3,4868280,0.548,0.452,0,2.4,,Comcast Warehouse building has substantial accessory office use to run operations.  Office space for Comcast building is estimated.  Building #2 is 100% office and occupied by other tenants.  ,,602818000,"2014, 2015, 2016, 2017, "
PERKINS,Municipal ,K-12 School,50 Rev. Burke St.,2127,28407,60.8,93,,K-12 School,1926,103,3.6,1726378,0.203,0.797,0,,,,,700540000,"2016, 2017, "
50 West Broadway,Yes,Multifamily Housing,50 West Broadway,2127,200755,38.4,96,2015,"Multifamily Housing, Parking",2008,506.7,2.5,7714644.8,0.533,0.467,0,17.3,,,,600022010,"2015, 2016, 2017, "
The Distillery,Yes,Mixed Use Property,516 East Second Street #43,2127,110000,10.3,,,Other,1819,96.4,0.9,1128065.2,1,0,0,9.4,,,,603068000,"2017, "
568 E. 1st,Yes,Non-Refrigerated Warehouse,568 E. 1st Street,2127,13403,32.7,15,,Non-Refrigerated Warehouse,1900,33.6,2.5,438536.1,0.996,0.004,0,5.3,,,,603405060,"2014, 2015, 2016, 2017, "
"Greyhound Maintenance Shop, Boston MA",Yes,Other - Services,571 East First Street,2127,40687,263.8,,,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",1920,620.3,15.2,10731964.3,0.199,0.801,0,29.7,,"Energy and water data entered manually from utility provided bills (obtained online CASS). Location is required to submit monthly energy data, by May 15th each year. Size of building provided by FGA; year built, employees, schedule, PCs, occupancy provided by Chris Dalton 8/17/2017.Electricity - Eversource: account 28679740010Nat. Gas - National Grid: account 51440-26290Water - Boston Water: account 3687 24000",,603422000,"2017, "
King Terminal,Yes,Office,60 K Street,2127,222018,73.8,,,Office,1900,1049.6,4.7,16379049.5,0.363,0.523,0,6.6,,,,603405060,"2014, 2015, 2016, 2017, "
60 K St,Yes,Office,60 K Street,2127,40000,78.1,83,,Office,1900,230.1,5.8,3122348.3,0.336,0.063,0,14.1,,,,603405060,"2014, 2015, 2016, 2017, "
58-70 Old Colony Ave,Yes,Mixed Use Property,60 Old Colony Ave,2127,39280,,,,Other,1930,  ,,  ,0,0,0,8.6,,,,600368000,"2016, 2017, "
South Boston Branch,Municipal ,Library,646 East Broadway,2127,10800,67.9,,,Library,2000,48.5,4.5,733729.9,0.4,0.6,0,,,,,603247000,"2016, 2017, "
TYNAN,Municipal ,K-12 School,650 E. Fourth St.,2127,120000,69.2,75,,K-12 School,1972,498.3,4.2,8301788,0.214,0.786,0,,,,,602270000,"2016, 2017, "
Engine 02,Municipal ,Fire Station,700 East Fourth St,2127,14040,93.3,,,Fire Station,2000,79.4,5.7,1310067.4,0.231,0.769,0,14.7,,,,602362000,"2016, 2017, "
0053 South Boston,Voluntary,Supermarket/Grocery Store,713 E. Broadway,2127,18358,307.4,49,,Supermarket/Grocery Store,2005,413.1,22.5,5642679.2,0.622,0.378,0,170.2,,,,602336000,"2014, 2015, 2016, 2017, "
72 K St,Yes,Office,72 K Street,2127,4200,35.2,,,Office,1900,9.5,2.3,147746,0.465,0.535,0,5.4,,,,603405060,"2014, 2015, 2016, 2017, "
740 East Seventh Street LTD,Yes,Multifamily Housing,740 East Seventh Street,2127,30000,60.6,100,,Multifamily Housing,1967,96.7,3.2,1819014.4,0.002,0.998,0,31,,,,604127000,"2017, "
741 East Sixth Street,Yes,Multifamily Housing,741 East Sixth Street,2127,33000,36.4,100,,Multifamily Housing,1967,64.7,2,1199976.1,0.024,0.976,0,34,,,,604127001,"2017, "
PERRY,Municipal ,K-12 School,745 E. Seventh St.,2127,38774,52.7,97,,K-12 School,1904,119.7,3.1,2042853.4,0.17,0.83,0,,,,,702684000,"2016, 2017, "
745 East Sixth Street,Yes,Multifamily Housing,745 East Sixth Street,2127,33000,31.8,100,,Multifamily Housing,1967,55.9,1.7,1048545.8,0.007,0.993,0,31.7,,,,604128000,"2017, "
80 K St,Yes,Office,80 K Street,2127,7200,18.9,100,,Office,1900,9.2,1.3,136272.4,0.624,0.376,0,11.7,,,,603405060,"2014, 2015, 2016, 2017, "
803 Summer Street,Yes,Office,803 Summer Street,2127,36000,50.6,82,,Office,1986,142,3.9,1822067.8,0.768,0.232,0,6,,,,603405050,"2016, 2017, "
880 East Fourth Street,Yes,Multifamily Housing,880 East Fourth Street,2127,33000,33.3,100,,Multifamily Housing,1967,60,1.8,1099741.4,0.046,0.954,0,32.3,,,,604307000,"2017, "
SOUTH BOSTON HS,Municipal ,K-12 School,95 G St.,2127,160270,51.3,90,,K-12 School,1901,496.9,3.1,8225417.9,0.226,0.774,0,,,,,701079000,"2016, 2017, "
